name,URL,stars,type,rating,pitches,Length,latitude,longitude,id,location,grade,safety,Unnamed: 0
Aiguille de Joshua Tree (aka The Finger of Hercules),https://www.mountainproject.com/route/105721981/aiguille-de-joshua-tree-aka-the-finger-of-hercules,3.0,Trad,5.5 X,1,30,34.01514,-116.17858,105721981,"['Aiguille de Joshua Tree', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,X,
The Chief,https://www.mountainproject.com/route/105724168/the-chief,2.4,Trad,5.5,1,40,34.04045,-116.17781,105724168,"['Reggie Dome', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Men with Cow's Heads,https://www.mountainproject.com/route/105722410/men-with-cows-heads,2.0,Trad,5.5,1,50,34.01886,-116.18016,105722410,"['Atlantis Wall - Right', 'Atlantis Wall', 'Atlantis Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Bat Crack,https://www.mountainproject.com/route/105976311/bat-crack,2.0,Trad,5.5,2,180,34.0148,-116.163,105976311,"['Intersection Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",5,S,
Beginner's Two,https://www.mountainproject.com/route/105723241/beginners-two,1.6,Trad,5.5,1,170,34.01799,-116.16431,105723241,"['The Blob - West Face', 'The Blob', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",5,S,
Donna T's Route,https://www.mountainproject.com/route/105725026/donna-ts-route,1.6,Trad,5.5,1,30,34.09258,-116.15315,105725026,"['Short Wall - Right Side', 'Short Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Barely Crankin',https://www.mountainproject.com/route/105724606/barely-crankin,2.1,Trad,5.5,1,40,33.98248,-116.15446,105724606,"['The Manure Pile', 'Ryan Campground', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
Kodiak,https://www.mountainproject.com/route/105874284/kodiak,2.0,Trad,5.5,1,30,34.0538,-116.18113,105874284,"['Bear Island', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Roboranger,https://www.mountainproject.com/route/105797044/roboranger,1.3,Trad,5.5,2,150,34.01032,-116.18083,105797044,"['Mount Grossvogel', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,S,
Filch,https://www.mountainproject.com/route/105858768/filch,1.8,Trad,5.5,1,40,34.04031,-116.19715,105858768,"['Trashcan Rock - East Face', 'Trashcan Rock', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",5,S,
39 Steps,https://www.mountainproject.com/route/105928207/39-steps,2.2,Trad,5.5,1,40,34.03265,-116.13959,10592820739,"['Sergeant Rock', 'South Wonderland Approach', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Yellow Peril,https://www.mountainproject.com/route/106052784/yellow-peril,2.1,Trad,5.5,1,120,34.07225,-116.1721,106052784,"['Asian Friends Buttress', 'West Mongolia', 'Outer Mongolia', 'The Middle Kingdom', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Trench Connection,https://www.mountainproject.com/route/105723358/trench-connection,2.2,Trad,5.5,1,60,33.96801,-116.08494,105723358,"[""Crow's Nest"", 'Towers of Uncertainty', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",5,S,
Wilson Regular Route,https://www.mountainproject.com/route/105723322/wilson-regular-route,1.7,Trad,5.5 R,3,200,34.02166,-116.1788,105723322,"['Lost Horse Wall - Right Side', 'Lost Horse Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,R,
Crack N' Up,https://www.mountainproject.com/route/105857614/crack-n-up,1.7,Trad,5.5,1,30,33.96083,-116.021,105857614,"['Bronto Rock', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",5,S,
Blistering,https://www.mountainproject.com/route/105982360/blistering,2.0,Trad,5.5,1,,34.01109,-116.16637,105982360,"['Turtle Rock - East Face', 'Turtle Rock', 'Real Hidden Valley Vicinity', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,S,
Patagucci,https://www.mountainproject.com/route/106697946/patagucci,2.5,Trad,5.5,1,50,34.02129,-116.16597,106697946,"['Patagonia Pile - West Face', 'Patagonia Pile', 'The Outback', 'Joshua Tree National Park', 'California']",5,S,
Chernobyl Crack,https://www.mountainproject.com/route/105851624/chernobyl-crack,2.0,Trad,5.5,1,50,33.99403,-116.0693,105851624,"['Nuclear Reactor Rock', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Hartman,https://www.mountainproject.com/route/105724402/hartman,1.6,"Trad, TR",5.5,1,30,33.98842,-116.16228,105724402,"['John Yablonski Rock', 'Cap Rock Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
"Hey McLeod, Get Off of My Ewe",https://www.mountainproject.com/route/106770049/hey-mcleod-get-off-of-my-ewe,2.5,"Trad, Aid",5.5 A3-,1,80,33.99344,-116.13893,106770049,"['Saddle Rocks - Cantle', 'Saddle Rocks', 'Saddle Rocks Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
KP's Pot Belly,https://www.mountainproject.com/route/106783993/kps-pot-belly,2.5,"Trad, Aid",5.5 A2,1,60,33.9571,-116.1205,106783993,"['Northwest Slab', 'Darwin Dome', 'The Galapagos', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",5,S,
Sonic and the Hot Dog Water,https://www.mountainproject.com/route/106813085/sonic-and-the-hot-dog-water,2.1,Sport,5.5,1,80,34.02465,-116.15513,106813085,"['Echo Rock - South Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Lizard Breath Arden (aka Lizard Robbins),https://www.mountainproject.com/route/105722887/lizard-breath-arden-aka-lizard-robbins,1.3,Trad,5.5,1,30,34.03026,-116.18244,105722887,"[""Lizard's Hangout"", 'Roadside Rocks', 'Joshua Tree National Park', 'California']",5,S,
Lizard Taylor,https://www.mountainproject.com/route/105837400/lizard-taylor,1.5,Trad,5.5 R,1,50,34.03026,-116.18244,105837400,"[""Lizard's Hangout"", 'Roadside Rocks', 'Joshua Tree National Park', 'California']",5,R,
Off to See the Lizard (aka Komodo Dragon),https://www.mountainproject.com/route/105837404/off-to-see-the-lizard-aka-komodo-dragon,1.3,Trad,5.5 R,1,30,34.03026,-116.18244,105837404,"[""Lizard's Hangout"", 'Roadside Rocks', 'Joshua Tree National Park', 'California']",5,R,
Spire Route,https://www.mountainproject.com/route/105931082/spire-route,2.0,Trad,5.5,1,40,34.05953,-116.1704,105931082,"['The Techulator', 'The Middle Kingdom', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
"Yeah, Baby!",https://www.mountainproject.com/route/105918772/yeah-baby,1.9,Trad,5.5,1,,33.96801,-116.08494,105918772,"[""Crow's Nest"", 'Towers of Uncertainty', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",5,S,
Arachnids,https://www.mountainproject.com/route/105725167/arachnids,1.4,Trad,5.5,1,50,33.96049,-116.01741,105725167,"['Wooly Spider Boulder', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",5,S,
Swishbah Variations,https://www.mountainproject.com/route/111431984/swishbah-variations,2.0,Trad,5.5,1,100,34.09302,-116.15404,111431984,"['Feudal Wall (Left Side)', 'Feudal Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Mr. Rogers,https://www.mountainproject.com/route/113927081/mr-rogers,2.0,Trad,5.5,1,30,33.99815,-116.12123,113927081,"['Television Wall', 'Group site 1', 'Sheep Pass Group CG Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
Salathe Free,https://www.mountainproject.com/route/105965780/salathe-free,1.4,Trad,5.5,1,50,34.0285,-116.17877,105965780,"['Left Hand of Darkness - West Face', 'Left Hand of Darkness', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
4U2DO2,https://www.mountainproject.com/route/106743810/4u2do2,2.0,Trad,5.5 X,1,60,34.01817,-116.1907,106743810422,"['Ranger Station Rock', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,X,
Secovar,https://www.mountainproject.com/route/105839315/secovar,1.5,Trad,5.5,2,150,34.0148,-116.163,105839315,"['Intersection Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",5,S,
Card Chimney,https://www.mountainproject.com/route/118615141/card-chimney,2.0,Trad,5.5,1,50,34.02919,-116.199,118615141,"['White Cliffs of Dover - Left Side', 'White Cliffs of Dover', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",5,S,
The Oven Mitt,https://www.mountainproject.com/route/108022808/the-oven-mitt,2.0,Trad,5.5,1,40,34.02676,-116.14564,108022808,"['The Oven Mitt', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",5,S,
Watt Me Worry?,https://www.mountainproject.com/route/106545942/watt-me-worry,2.0,Trad,5.5,1,90,34.0213,-116.1728,106545942,"['Watts Towers', 'Roadside Rocks', 'Joshua Tree National Park', 'California']",5,S,
Mr. Bunny's Tax shelter,https://www.mountainproject.com/route/107618740/mr-bunnys-tax-shelter,1.3,Trad,5.5,1,70,34.02271,-116.17773,107618740,"['IRS Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Antonio’s Variation,https://www.mountainproject.com/route/118115017/antonios-variation,2.0,"Trad, TR",5.5,1,60,34.09375,-116.1613,118115017,"['Spider Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
After-shroom Delight,https://www.mountainproject.com/route/116696866/after-shroom-delight,2.0,Trad,5.5,1,55,34.03426,-116.14729,116696866,"['Grain Pile Rocks', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",5,S,
Candyass,https://www.mountainproject.com/route/106853684/candyass,1.6,Sport,5.5,1,40,34.0966,-116.1576,106853684,"['Group Campsite  2', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Alley Cat,https://www.mountainproject.com/route/106679888/alley-cat,1.6,Trad,5.5,1,50,34.01984,-116.17534,106679888,"['The Cathouse', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Polish Power,https://www.mountainproject.com/route/110918254/polish-power,1.6,Sport,5.5,1,35,33.94995,-116.07517,110918254,"['Little Europe', 'Virgin Islands Area', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",5,S,
Indian Creek Crack,https://www.mountainproject.com/route/107777614/indian-creek-crack,1.7,Trad,5.5,1,30,33.99912,-116.11919,107777614,"['Campsite Area (Campsite 3)', 'Sheep Pass Group CG Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
San Rio Crack,https://www.mountainproject.com/route/105923650/san-rio-crack,1.6,Trad,5.5,1,40,34.01984,-116.17534,105923650,"['The Cathouse', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Easy Day Crack,https://www.mountainproject.com/route/110362851/easy-day-crack,1.7,Trad,5.5,1,45,34.03815,-116.18563,110362851,"['Micro Crag', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
DTs,https://www.mountainproject.com/route/111414963/dts,1.7,Trad,5.5 R,1,25,34.09627,-116.15662,111414963,"[""Jaime's Rock"", 'Group Campsite  1', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,R,
Felch,https://www.mountainproject.com/route/106966005/felch,1.7,Trad,5.5,1,50,34.01005,-116.05528,106966005,"['Split Dome (North Rock)', 'Split Dome', 'Split Rocks', 'Joshua Tree National Park', 'California']",5,S,
Jump Back Loretta,https://www.mountainproject.com/route/105814035/jump-back-loretta,1.5,Trad,5.5,1,30,34.01343,-116.16796,105814035,"['Locomotion Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,S,
Ursa Minor,https://www.mountainproject.com/route/106051007/ursa-minor,1.4,Trad,5.5,1,30,34.0538,-116.18113,106051007,"['Bear Island', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Lord Jim,https://www.mountainproject.com/route/107777605/lord-jim,1.4,Trad,5.5,1,35,33.99912,-116.11919,107777605,"['Campsite Area (Campsite 3)', 'Sheep Pass Group CG Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
Cellbound,https://www.mountainproject.com/route/105724540/cellbound,1.1,Trad,5.5,1,50,34.0937,-116.16886,105724540,"['Jailhouse Rock', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Dark Tannin,https://www.mountainproject.com/route/107871588/dark-tannin,1.5,Trad,5.5,1,45,34.02513,-116.15095,107871588,"['The Shade Structure', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Half and Half,https://www.mountainproject.com/route/106058248/half-and-half,1.3,Trad,5.5,1,50,34.0519,-116.18153,106058248,"['Mustang Ranch', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Adam's Happy Acres,https://www.mountainproject.com/route/105725572/adams-happy-acres,1.1,Trad,5.5,1,40,34.03955,-116.18571,105725572,"[""Voice's Crag"", 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Water Babies Crack,https://www.mountainproject.com/route/106822191/water-babies-crack,1.3,Trad,5.5,1,50,34.09367,-116.05053,106822191,"['Water Babies Rock', 'The Safe Zone', 'Indian Head Area', 'Joshua Tree National Park', 'California']",5,S,
Edom vs Moab,https://www.mountainproject.com/route/111151401/edom-vs-moab,1.3,Trad,5.5,1,35,34.01343,-116.16796,111151401,"['Locomotion Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,S,
Apply Directly to the Forehead,https://www.mountainproject.com/route/106758236/apply-directly-to-the-forehead,1.3,Sport,5.5,1,35,34.11765,-116.10929,106758236,"['Parking Lot Rocks', 'Forty Nine Palms Oasis Area', 'Joshua Tree National Park', 'California']",5,S,
Pet Sounds,https://www.mountainproject.com/route/108034356/pet-sounds,1.3,Trad,5.5 R,1,60,34.09313,-116.15342,108034356,"['Feudal Wall (Right Side)', 'Feudal Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,R,
Maid in the Shade,https://www.mountainproject.com/route/107871564/maid-in-the-shade,1.2,Trad,5.5,1,45,34.02513,-116.15095,107871564,"['The Shade Structure', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Crack 69,https://www.mountainproject.com/route/105725827/crack-69,1.0,Trad,5.5,1,60,34.09375,-116.1613,10572582769,"['Spider Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Unknown Face-ish Route,https://www.mountainproject.com/route/106675731/unknown-face-ish-route,1.0,Trad,5.5,1,50,34.09375,-116.1613,106675731,"['Spider Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Fryer Flyers,https://www.mountainproject.com/route/105843677/fryer-flyers,1.0,Trad,5.5,1,60,34.02795,-116.17773,105843677,"['Ken Black Memorial Dome', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Chongo's Love Child,https://www.mountainproject.com/route/116718284/chongos-love-child,1.0,Sport,5.5,1,40,34.03161,-116.15245,116718284,"['Idyllwild Dome', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Swift and Silent,https://www.mountainproject.com/route/107089279/swift-and-silent,1.0,TR,5.5,1,50,34.09453,-116.15627,107089279,"['Pixie Rock', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Comedic Timing,https://www.mountainproject.com/route/109990823/comedic-timing,1.0,"Trad, TR",5.5,1,40,34.03299,-116.18474,109990823,"['Jellystone Southwest Face', 'Jellystone', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Hairline,https://www.mountainproject.com/route/111432042/hairline,1.0,Trad,5.5,1,85,34.04045,-116.17781,111432042,"['Reggie Dome', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,S,
Using Your Nose,https://www.mountainproject.com/route/110455512/using-your-nose,1.0,Trad,5.5,1,40,34.01466,-116.14454,110455512,"['Sphinx Rock', 'Comic Book Area', 'Joshua Tree National Park', 'California']",5,S,
Excuses,https://www.mountainproject.com/route/107510679/excuses,1.0,Trad,5.5,1,40,34.01876,-116.17999,107510679,"['Alanis (Morrisette) Wall', 'Atlantis Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
"Looks 5.0, So Let's Solo.",https://www.mountainproject.com/route/106036736/looks-50-so-lets-solo,1.0,Trad,5.5,1,40,33.99291,-116.06971,10603673650,"['Earth First Rock', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Flakes of Doom,https://www.mountainproject.com/route/106680300/flakes-of-doom,1.0,Trad,5.5,1,30,33.99942,-116.14657,106680300,"['East Wall Outer (Creature Feature Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
Saltimbanco,https://www.mountainproject.com/route/117991504/saltimbanco,1.0,Trad,5.5,1,30,34.03094,-116.14376,117991504,"['Lakeside Rock - West Face', 'Lakeside Rock', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",5,S,
Barkhorn,https://www.mountainproject.com/route/114324375/barkhorn,1.0,"Trad, TR",5.5,1,35,33.98842,-116.16228,114324375,"['John Yablonski Rock', 'Cap Rock Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
Zelda,https://www.mountainproject.com/route/107074945/zelda,1.0,Trad,5.5,1,30,34.10248,-116.16901,107074945,"['Big Top', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Wacko Wall,https://www.mountainproject.com/route/107871623/wacko-wall,1.0,Trad,5.5,1,35,33.99983,-116.14687,107871623,"['East Wall Inner (Exorcist Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
False Hem,https://www.mountainproject.com/route/110362865/false-hem,1.0,Trad,5.5,1,45,34.03815,-116.18563,110362865,"['Micro Crag', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Cell Break,https://www.mountainproject.com/route/107419633/cell-break,1.0,Trad,5.5 PG13,1,65,34.0937,-116.16886,107419633,"['Jailhouse Rock', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,PG13,
Honeybucket,https://www.mountainproject.com/route/105923298/honeybucket,1.0,Trad,5.5,1,,33.98478,-116.01424,105923298,"['Honeyfish Rock', 'White Tank Campground', 'Joshua Tree National Park', 'California']",5,S,
The Sound of One Hoof Knocking,https://www.mountainproject.com/route/118130894/the-sound-of-one-hoof-knocking,1.0,Trad,5.5,1,35,34.02626,-116.1486,118130894,"['Anasazi Wall', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Child's Walk,https://www.mountainproject.com/route/118012234/childs-walk,1.0,Sport,5.5 PG13,1,65,34.07028,-116.04411,118012234,"['Futthead Rock', 'Magic Mountain Area', 'OZ Area', 'Joshua Tree National Park', 'California']",5,PG13,
Mr. X,https://www.mountainproject.com/route/118135833/mr-x,1.0,Trad,5.5,1,40,34.10114,-116.13393,118135833,"['Portlandia', 'Northeast Hills', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
S. S. Friendship,https://www.mountainproject.com/route/118199609/s-s-friendship,1.0,Sport,5.5,1,40,34.03325,-116.17741,118199609,"['Hippidrome Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Child's Walk Var.,https://www.mountainproject.com/route/118012315/childs-walk-var,1.0,Sport,5.5 PG13,1,45,34.07028,-116.04411,118012315,"['Futthead Rock', 'Magic Mountain Area', 'OZ Area', 'Joshua Tree National Park', 'California']",5,PG13,
Dipped Cone,https://www.mountainproject.com/route/112562033/dipped-cone,1.0,Trad,5.5,1,40,34.02191,-116.17735,112562033,"['Dairy Queen Wall - Right Side', 'Dairy Queen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Angel's Wing,https://www.mountainproject.com/route/118708019/angels-wing,1.0,TR,5.5,1,80,34.0265,-116.152,118708019,"['SW Face Center (The Solarium)', 'Little Hunk - SW Face', 'Little Hunk', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Hueco Wall,https://www.mountainproject.com/route/111150365/hueco-wall,1.0,"Trad, TR",5.5 X,1,35,33.99983,-116.14687,111150365,"['East Wall Inner (Exorcist Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,X,
Climb of the Sentry,https://www.mountainproject.com/route/111119102/climb-of-the-sentry,1.0,"Trad, TR",5.5 X,1,50,34.01344,-116.1712,111119102,"['The Sentinel - East Face', 'The Sentinel', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,X,
"Icy, But Not Too Dicey",https://www.mountainproject.com/route/111213759/icy-but-not-too-dicey,1.0,"Trad, TR",5.5 PG13,1,40,33.98991,-116.16346,111213759,"['Cap Rock - North Face', 'Cap Rock', 'Cap Rock Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,PG13,
Mongoose,https://www.mountainproject.com/route/111576316/mongoose,1.0,Trad,5.5,1,45,34.02851,-116.1785,111576316,"['Left Hand of Darkness - E. Face', 'Left Hand of Darkness', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Chicks for Chicken,https://www.mountainproject.com/route/112234568/chicks-for-chicken,1.0,"Trad, TR",5.5,1,45,34.01876,-116.17999,112234568,"['Alanis (Morrisette) Wall', 'Atlantis Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Caribou Lou,https://www.mountainproject.com/route/107014813/caribou-lou,1.0,TR,5.5,1,25,34.00005,-116.12157,107014813,"['Tech N9ne Cliff', 'Sheep Pass Group CG Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
Gailurrera,https://www.mountainproject.com/route/112332444/gailurrera,1.0,"Trad, TR",5.5,1,35,34.01934,-116.17024,112332444,"['Summit or Plummet Rock', 'Roadside Rocks', 'Joshua Tree National Park', 'California']",5,S,
Ancient Ones,https://www.mountainproject.com/route/111249162/ancient-ones,1.0,Trad,5.5,1,30,34.02626,-116.1486,111249162,"['Anasazi Wall', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
The Kompressor Route,https://www.mountainproject.com/route/110109075/the-kompressor-route,1.0,Trad,5.5 X,1,80,34.01174,-116.14373,110109075,"['Cerro Torre Tower', 'Comic Book Area', 'Joshua Tree National Park', 'California']",5,X,
Ricochet,https://www.mountainproject.com/route/107586042/ricochet,1.0,Trad,5.5 R,1,100,34.04047,-116.13981,107586042,"['Nomad Dome', 'East Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",5,R,
Don't Tread on Me,https://www.mountainproject.com/route/111150611/dont-tread-on-me,1.0,Trad,5.5 PG13,1,100,33.99862,-116.1477,111150611,"['East Wall South End (Chesire for President Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,PG13,
Left Sideshow Crack,https://www.mountainproject.com/route/108009277/left-sideshow-crack,1.0,Trad,5.5 X,1,40,34.10658,-116.17172,108009277,"['The Little Top', 'Boy Scout Trail Area', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,X,
Al's Route,https://www.mountainproject.com/route/106835215/als-route,1.0,Trad,5.5,1,40,34.10658,-116.17172,106835215,"['The Little Top', 'Boy Scout Trail Area', 'Indian Cove', 'Joshua Tree National Park', 'California']",5,S,
Probably Been Climbed Before,https://www.mountainproject.com/route/106642644/probably-been-climbed-before,1.0,Trad,5.5,1,80,34.03726,-116.14539,106642644,"['Vagmarken Buttress Right', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",5,S,
Slippery Arete,https://www.mountainproject.com/route/109996571/slippery-arete,1.0,Trad,5.5 PG13,1,60,34.0193,-116.1662,109996571,"['Slippery Face', 'Steve Canyon', 'Steve Canyon Area', 'The Outback', 'Joshua Tree National Park', 'California']",5,PG13,
Holden Hands,https://www.mountainproject.com/route/105921210/holden-hands,0.8,Trad,5.5,1,40,34.01812,-116.17496,105921210,"['Worthwhile Pile', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,S,
Cook the Dinner,https://www.mountainproject.com/route/106044275/cook-the-dinner,1.0,Trad,5.5,1,,34.05165,-116.20082,106044275,"['Vagmarken Hill - Chores Of Yore Crag', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",5,S,
Follow the Sun,https://www.mountainproject.com/route/107947090/follow-the-sun,1.0,Trad,5.5 X,1,30,33.95922,-116.01677,107947090,"['Pyramid Tower and The Stirrup', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",5,X,
Big Dipper,https://www.mountainproject.com/route/107168870/big-dipper,1.0,Trad,5.5,1,40,34.00179,-116.04925,107168870,"['Abbey Rock', 'Live Oak Picnic Area', 'Joshua Tree National Park', 'California']",5,S,
Eat the Meat,https://www.mountainproject.com/route/106044281/eat-the-meat,1.0,Trad,5.5,1,,34.05165,-116.20082,106044281,"['Vagmarken Hill - Chores Of Yore Crag', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",5,S,
Backside Route,https://www.mountainproject.com/route/106825830/backside-route,1.0,Trad,5.5 R,1,25,34.09365,-116.05044,106825830,"['GoldenEye Spire', 'The Safe Zone', 'Indian Head Area', 'Joshua Tree National Park', 'California']",5,R,
Seinfeld,https://www.mountainproject.com/route/111708787/seinfeld,0.7,"Trad, TR",5.5,1,35,34.03299,-116.18474,111708787,"['Jellystone Southwest Face', 'Jellystone', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Hollywood Boulevard,https://www.mountainproject.com/route/114040316/hollywood-boulevard,0.7,Trad,5.5,1,50,34.01393,-116.16967,114040316,"['Sunset Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",5,S,
Stake Your Claim,https://www.mountainproject.com/route/108046656/stake-your-claim,0.5,Trad,5.5,1,50,34.02851,-116.1785,108046656,"['Left Hand of Darkness - E. Face', 'Left Hand of Darkness', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Windy City,https://www.mountainproject.com/route/107644782/windy-city,0.5,Trad,5.5,1,30,34.03281,-116.18702,107644782,"[""Brian's Crag"", 'Lost Horse Area', 'Joshua Tree National Park', 'California']",5,S,
Not Worth Your While,https://www.mountainproject.com/route/110108900/not-worth-your-while,0.5,Trad,5.5,1,40,34.01886,-116.14812,110108900,"['South Dakota Dome', 'The Dakota Domes', 'Comic Book Area', 'Joshua Tree National Park', 'California']",5,S,
Twin Bolts,https://www.mountainproject.com/route/107872996/twin-bolts,0.5,Trad,5.5,1,35,33.99175,-116.03698,107872996,"[""Dr. Haney's Tool Shed Area"", 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",5,S,
Dust Bin Hoffman,https://www.mountainproject.com/route/107871636/dust-bin-hoffman,0.0,Trad,5.5,1,50,34.00101,-116.13486,107871636,"['Junk Clump - South Face', 'Junk Clump', 'Cave Corridor Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",5,S,
