Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"No Place for a Puritan","Snickers - North Face > Snickers > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/112311101/no-place-for-a-puritan,1.0,-1,Trad,5.10c,1,60,34.02522,-116.15058
"Hard Times","Snickers - North Face > Snickers > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/112311214/hard-times,2.4,-1,Sport,5.10c,1,50,34.02522,-116.15058
Knightshift,"Snickers - North Face > Snickers > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105956048/knightshift,2.3,-1,Trad,"5.10+ PG13",1,100,34.02522,-116.15058
"Rogue Robots","Pixar Wall > Pixar Wall Area > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106634615/rogue-robots,1.9,-1,Trad,5.10c,1,45,34.03258,-116.15983
Walee,"Walee Rock > Pixar Wall Area > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106634575/walee,-1.0,-1,"Trad, Aid","5.10c/d A1",1,,34.0309,-116.1593
"Snow White & the Seven Dwarfs","Upper Shorty Crag > Shorty Crag Area > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107137590/snow-white-the-seven-dwarfs,2.0,-1,Trad,5.10+,1,40,34.02283,-116.15688
"Stoned Iguana","Aussie Snack Foods Wall > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106784188/stoned-iguana,2.0,-1,Trad,5.10+,1,40,34.03094,-116.16989
Transformers,"Big Hunk (Southwest Face) > Big Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107350626/transformers,2.1,-1,Sport,5.10+,1,75,34.02712,-116.15094
"Lucky 7","Poker Face > Big Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111337575/lucky-7,2.3,-1,Sport,5.10b/c,1,50,34.02749,-116.15106
Sandworm,"Sandworm Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107361059/sandworm,1.0,-1,Trad,"5.10c R",1,50,34.02556,-116.14854
"Nickelodea (aka Burke on Auto)","The Cuckoo's Nest > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/112207115/nickelodea-aka-burke-on-auto,2.9,-1,Sport,5.10b/c,1,50,34.03357,-116.16007
"Meteorite Crack","John Yablonski Rock > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107113732/meteorite-crack,2.3,-1,Trad,5.10c,1,30,33.98842,-116.16228
"Chinese Kayak","John Yablonski Rock > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/113798971/chinese-kayak,2.0,-1,Trad,5.10+,1,80,33.98842,-116.16228
"Slim Pickings Indirect","Cap Rock - South Face > Cap Rock > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724174/slim-pickings-indirect,1.8,-1,Trad,"5.10c PG13",1,70,33.98963,-116.16348
"Catch A Falling Car","Cap Rock - Southeast Face > Cap Rock > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105964130/catch-a-falling-car,1.3,-1,Trad,5.10c,1,45,33.98974,-116.16321
"Devil Inside","Wally World > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723112/devil-inside,1.0,-1,Trad,5.10c,1,60,33.97293,-116.1638
"Three Bolts Closer To Divorce","East Wall Inner (Exorcist Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106049869/three-bolts-closer-to-divorce,1.7,-1,Trad,5.10b/c,1,70,33.99983,-116.14687
"The Trouble With Tribbles","East Wall Inner (Exorcist Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/113732134/the-trouble-with-tribbles,2.0,-1,Trad,5.10c,1,100,33.99983,-116.14687
"Cat on a Hot Tin Roof","East Wall Inner (Exorcist Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106402166/cat-on-a-hot-tin-roof,1.0,-1,Trad,5.10c,2,100,33.99983,-116.14687
"Shaking Hands with the Unemployed","West Wall Inner (Jane's Addiction Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/108019689/shaking-hands-with-the-unemployed,2.0,-1,Trad,"5.10c R",1,40,34.00035,-116.14728
"Pullups to Pasadena","West Wall Outer (Buckets to Burbank Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724321/pullups-to-pasadena,1.7,-1,Trad,5.10b/c,1,50,34.00097,-116.14794
"Knob Cheese","West Wall Outer (Buckets to Burbank Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106770044/knob-cheese,1.3,-1,Trad,5.10+,1,50,34.00097,-116.14794
Hellbender,"East Wall Outer (Creature Feature Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111150498/hellbender,1.0,-1,Trad,"5.10b/c PG13",1,35,33.99942,-116.14657
"First Eleven","Real Hall of Horrors > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107127009/first-eleven,1.5,-1,Trad,5.10c,1,60,34.00063,-116.14711
"Cosmic Dance of Sheba","King Dome - East Face > King Dome > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722440/cosmic-dance-of-sheba,1.5,-1,Trad,5.10c,1,40,34.00317,-116.14936
"Harley Queen","Saddle Rocks - Skirt  (West Face) > Saddle Rocks - Skirt > Saddle Rocks > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105907923/harley-queen,3.1,-1,Trad,5.10c/d,2,150,33.99446,-116.14002
"Episcopalian Toothpick","Theoretical Boulder > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723427/episcopalian-toothpick,2.6,-1,Trad,5.10c,1,60,33.9947,-116.1393
"The Hustle","Dire Straits Rock > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/113750211/the-hustle,2.0,-1,TR,5.10c,1,40,33.9941,-116.1406
"Buckets of Blort","The Oyster Bar > Oyster Bar Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105931088/buckets-of-blort,1.6,-1,Trad,5.10c/d,1,33,33.9906,-116.14114
"Super Flapper","Conrad Rock - (S. Face) > Conrad Rock > Oyster Bar Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107978556/super-flapper,2.0,-1,Trad,5.10c,1,40,33.9894,-116.14343
"Shock Therapy","Split Personality Rock > The Asylum > Oyster Bar Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723955/shock-therapy,2.6,-1,Sport,5.10c,1,40,33.99,-116.14243
"Schlock Therapy","Split Personality Rock > The Asylum > Oyster Bar Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/108096129/schlock-therapy,1.0,-1,Trad,5.10c,1,50,33.99,-116.14243
"Banana Splits","North Cave Rock (South Face) > North Cave Rock > Cave Corridor > Cave Corridor Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106663436/banana-splits,1.0,-1,Trad,"5.10+ R",1,100,34.00145,-116.13631
"Elliot Mess","Junk Clump - South Face > Junk Clump > Cave Corridor Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107871641/elliot-mess,1.0,-1,TR,5.10+,1,45,34.00101,-116.13486
Birdland,"Wailing Sax Wall > Sheep Pass Group CG Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107259413/birdland,1.5,-1,Trad,5.10c,1,50,33.99851,-116.11956
