Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Dogleg Right","Iron Hand Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105977764/dogleg-right,1.0,-1,Trad,"5.10c/d PG13",1,,34.0925,-116.1576
"Anti-Gravity Acrobatics","Dark Shadows Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105948195/anti-gravity-acrobatics,1.0,-1,Trad,"5.10c/d R",1,,34.09303,-116.15481
"Nail 'n Gravel","Dark Shadows Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105948208/nail-n-gravel,1.0,-1,Trad,"5.10d R",1,,34.09303,-116.15481
"Pet or Meat","Feudal Wall (Right Side) > Feudal Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721882/pet-or-meat,2.7,-1,Sport,5.10d,1,50,34.09313,-116.15342
"Arizona Crack","Feudal Wall (Right Side) > Feudal Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105882995/arizona-crack,1.8,-1,Trad,"5.10d PG13",1,50,34.09313,-116.15342
"Two Scoops Please","The Wall - Left Side > The Wall > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105839976/two-scoops-please,2.6,-1,Trad,"5.10d R",1,40,34.0181,-116.16141
"Hands Up","The Wall - Left Side > The Wall > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105839982/hands-up,2.0,-1,Trad,5.10d,1,50,34.0181,-116.16141
"Middle Band","The Old Woman - West Face > The Old Woman > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105999261/middle-band,1.5,-1,Trad,5.10+,2,165,34.01661,-116.16386
"Beginner's Twenty-six","The Blob - West Face > The Blob > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105839927/beginners-twenty-six,1.7,-1,Trad,5.10d,1,60,34.01799,-116.16431
"Hobbit Roof","The Blob - West Face > The Blob > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722200/hobbit-roof,2.8,-1,Trad,5.10d,1,40,34.01799,-116.16431
"The Wonderful World Of Art","The Blob - Southeast Face > The Blob > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/107031530/the-wonderful-world-of-art,2.3,-1,Trad,5.10d,1,80,34.01793,-116.16382
"Fractured Fissure","Cyclops Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/111153227/fractured-fissure,2.0,-1,Trad,5.10d,1,65,34.01496,-116.15944
"Surface Tension","Cyclops Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105840033/surface-tension,3.4,-1,Trad,"5.10d R",1,80,34.01496,-116.15944
"Gray Cell Green","Cyclops Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722038/gray-cell-green,2.3,-1,Sport,5.10d,1,50,34.01496,-116.15944
Sheepherder,"Intersection Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/116228445/sheepherder,2.0,-1,TR,5.10d,1,140,34.0148,-116.163
"Shana Grant","Intersection Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105908910/shana-grant,2.6,-1,Sport,5.10d,1,45,34.0148,-116.163
"Fear of Flying","Chimney Rock - West Face > Chimney Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/112352376/fear-of-flying,2.0,-1,Trad,"5.10d R",1,100,34.01677,-116.16144
"The Oui Oui","Peewee Rock > Hidden Valley Campground > Joshua Tree National Park > California",https://www.mountainproject.com/route/105821494/the-oui-oui,1.8,-1,Trad,5.10c/d,1,80,34.01424,-116.16042
EBGB's,"EBGB Block Area > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722197/ebgbs,3.8,-1,Trad,5.10d,1,50,34.02443,-116.1557
Unzipper,"Echo Rock - West Face > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/112423353/unzipper,1.5,-1,"Sport, TR","5.10+ PG13",1,105,34.02513,-116.15617
"Minute Man","Echo Rock - West Face > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105859278/minute-man,2.0,-1,Trad,5.10d,1,160,34.02513,-116.15617
"Hex Marks the Route","Echo Rock - E Face (Left) > Echo Rock - East Face > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/116491622/hex-marks-the-route,1.0,-1,Trad,5.10d,2,160,34.02494,-116.15472
"Gumby Saves Bambi","Echo Rock - E Face (Left) > Echo Rock - East Face > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105918455/gumby-saves-bambi,0.5,-1,Trad,5.10d,1,160,34.02494,-116.15472
"Raked over the Coles","Echo Rock - South Face > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722638/raked-over-the-coles,2.9,-1,Trad,5.10d,1,80,34.02465,-116.15513
"Primal Scream","Echo Rock - South Face > Echo Rock > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105859314/primal-scream,2.0,-1,Trad,5.10d,1,80,34.02465,-116.15513
"Behind the Green Door","Mounds > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725371/behind-the-green-door,2.3,-1,Sport,5.10d,1,40,34.0258,-116.1522
Unknown,"Anasazi Wall > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111249291/unknown,1.0,-1,Trad,5.10+,1,50,34.02626,-116.1486
"Ancestral Puebloans","Anasazi Wall > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111249126/ancestral-puebloans,1.0,-1,"Trad, TR",5.10+,1,35,34.02626,-116.1486
"Physical Graffiti","Anasazi Wall > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725551/physical-graffiti,3.6,-1,Sport,5.10d,2,100,34.02626,-116.1486
Crossroads,"Echo Cove - East Side > Echo Cove > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107989684/crossroads,2.5,-1,Trad,5.10d,1,40,34.02521,-116.15706
"J.B.'s Variation","Echo Cove - South Face > Echo Cove > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107536373/jbs-variation,1.0,-1,TR,5.10d,1,50,34.0242,-116.1582
"Checkpoint Charlie","Chongo Boulder > Echo Cove > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105807768/checkpoint-charlie,2.0,-1,TR,5.10d,1,18,34.0244,-116.158
"Blues Traveller","Little Hunk - NE Face (Right) > Little Hunk - NE Face > Little Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723553/blues-traveller,2.0,-1,Trad,5.10+,1,70,34.0277,-116.1531
"Potato Head","Little Hunk - NE Face (Right) > Little Hunk - NE Face > Little Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725737/potato-head,2.0,-1,"Trad, TR","5.10c/d R",1,40,34.0277,-116.1531
"Unsolved Mystery","Little Hunk - NE Face (Right) > Little Hunk - NE Face > Little Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/118308143/unsolved-mystery,2.0,-1,Trad,"5.10d R",1,100,34.0277,-116.1531
"The Cheez-it","Little Hunk - NE Face (Left) > Little Hunk - NE Face > Little Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107350265/the-cheez-it,1.0,-1,Trad,"5.10d PG13",1,35,34.0262,-116.1503
Knightshift,"Snickers - North Face > Snickers > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105956048/knightshift,2.3,-1,Trad,"5.10+ PG13",1,100,34.02522,-116.15058
Walee,"Walee Rock > Pixar Wall Area > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106634575/walee,-1.0,-1,"Trad, Aid","5.10c/d A1",1,,34.0309,-116.1593
"Snow White & the Seven Dwarfs","Upper Shorty Crag > Shorty Crag Area > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107137590/snow-white-the-seven-dwarfs,2.0,-1,Trad,5.10+,1,40,34.02283,-116.15688
"Stoned Iguana","Aussie Snack Foods Wall > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106784188/stoned-iguana,2.0,-1,Trad,5.10+,1,40,34.03094,-116.16989
Transformers,"Big Hunk (Southwest Face) > Big Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107350626/transformers,2.1,-1,Sport,5.10+,1,75,34.02712,-116.15094
"Pop Tart","Rich And Famous Cliff > Big Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111214956/pop-tart,1.7,-1,Sport,5.10d,1,,34.02721,-116.15051
Alizijah,"Rich And Famous Cliff > Big Hunk > Echo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111214988/alizijah,2.6,-1,Sport,5.10d,1,,34.02721,-116.15051
"Planet Claire","Planet X Pinnacle > Planet X Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106972445/planet-claire,2.1,-1,Trad,5.10d,1,50,33.99607,-116.15558
"Chinese Kayak","John Yablonski Rock > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/113798971/chinese-kayak,2.0,-1,Trad,5.10+,1,80,33.98842,-116.16228
"Beaver Boulder Free Route","Beaver Boulder > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/117892266/beaver-boulder-free-route,2.0,-1,Trad,5.10d,1,30,33.9904,-116.16338
"Slimmer Pickins","Cap Rock - South Face > Cap Rock > Cap Rock Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105900433/slimmer-pickins,2.3,-1,Trad,5.10d,1,65,33.98963,-116.16348
"The Antichrist (aka Small Town, Big Girls)","East Wall Inner (Exorcist Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106402171/the-antichrist-aka-small-town-big-girls,1.1,-1,Trad,5.10d,1,35,33.99983,-116.14687
"Quick Fix","West Wall Inner (Jane's Addiction Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/113741568/quick-fix,1.0,-1,Trad,"5.10d PG13",1,30,34.00035,-116.14728
"Avant Savant","West Wall Inner (Jane's Addiction Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/108019765/avant-savant,1.5,-1,Trad,5.10d,1,30,34.00035,-116.14728
Avanti,"West Wall Inner (Jane's Addiction Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/108019810/avanti,1.0,-1,Trad,5.10d,1,30,34.00035,-116.14728
"Knob Cheese","West Wall Outer (Buckets to Burbank Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106770044/knob-cheese,1.3,-1,Trad,5.10+,1,50,34.00097,-116.14794
"Hellion of Troy","East Wall Outer (Creature Feature Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106680277/hellion-of-troy,1.3,-1,Trad,5.10d,1,50,33.99942,-116.14657
"Harley Queen","Saddle Rocks - Skirt  (West Face) > Saddle Rocks - Skirt > Saddle Rocks > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105907923/harley-queen,3.1,-1,Trad,5.10c/d,2,150,33.99446,-116.14002
"Where Have all the Cowboys Gone","Saddle Rocks - Skirt  (West Face) > Saddle Rocks - Skirt > Saddle Rocks > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723430/where-have-all-the-cowboys-gone,3.6,-1,Trad,5.10d,3,200,33.99446,-116.14002
"Cheap Way to Die","Saddle Rocks - Skirt  (West Face) > Saddle Rocks - Skirt > Saddle Rocks > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/110263948/cheap-way-to-die,3.0,-1,Trad,"5.10d R",2,300,33.99446,-116.14002
Harlequin,"Saddle Rocks - Skirt  (West Face) > Saddle Rocks - Skirt > Saddle Rocks > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105907917/harlequin,3.3,-1,Trad,"5.10d R",3,250,33.99446,-116.14002
"Presbyterian Dental Floss","Theoretical Boulder > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723586/presbyterian-dental-floss,2.1,-1,Trad,5.10d,1,50,33.9947,-116.1393
"The Landlord","Kid Rock > Saddle Rocks Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106660561/the-landlord,1.7,-1,Trad,5.10d,1,120,33.994,-116.1403
"Buckets of Blort","The Oyster Bar > Oyster Bar Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105931088/buckets-of-blort,1.6,-1,Trad,5.10c/d,1,33,33.9906,-116.14114
"Banana Splits","North Cave Rock (South Face) > North Cave Rock > Cave Corridor > Cave Corridor Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106663436/banana-splits,1.0,-1,Trad,"5.10+ R",1,100,34.00145,-116.13631
"Elliot Mess","Junk Clump - South Face > Junk Clump > Cave Corridor Area > Sheep Pass Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107871641/elliot-mess,1.0,-1,TR,5.10+,1,45,34.00101,-116.13486
"Bee Gees","Isles in the Sky (Northeast Face) > Isles in the Sky > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721984/bee-gees,1.4,-1,Trad,5.10d,1,60,34.0047,-116.05874
"Midnight Lumber","Grand Canyon - West Wall (E. Face) > Grand Canyon > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105857809/midnight-lumber,0.5,-1,Trad,"5.10d R",1,80,34.00707,-116.05677
"Stitch in Time","Grand Canyon - West Wall (E. Face) > Grand Canyon > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105857833/stitch-in-time,2.7,-1,Trad,5.10d,1,40,34.00707,-116.05677
Kokopelli,"Grand Canyon - East Wall (W. Face) > Grand Canyon > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723898/kokopelli,1.0,-1,Trad,5.10d,1,40,34.00737,-116.0562
"Hot Dog in a Bun","West Tiers (Lower Tier) > West Tiers > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724081/hot-dog-in-a-bun,2.3,-1,Trad,5.10d,1,60,34.00947,-116.05374
"Nuptual Sac","Split Dome (North Rock) > Split Dome > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/106808598/nuptual-sac,2.0,-1,Trad,5.10+,1,50,34.01005,-116.05528
"Desert Sky (aka Environment-Oil President)","Split Dome (South Rock) > Split Dome > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724831/desert-sky-aka-environment-oil-president,1.5,-1,Trad,5.10d,1,60,34.00969,-116.0549
"Disappearing Act","Future Games Rock > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725698/disappearing-act,2.1,-1,Trad,5.10d,1,60,34.0117,-116.0533
"Prisoner of Inertia","Frigid Tower > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105857802/prisoner-of-inertia,2.0,-1,Trad,"5.10d R",1,80,34.0116,-116.0543
"Casual Affair","Safety First Rock > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722797/casual-affair,2.5,-1,Trad,"5.10d R",1,70,34.0116,-116.0539
"Invisible Baby Jones","SE Boulders > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/106772896/invisible-baby-jones,2.0,-1,Sport,5.10+,1,45,34.0094,-116.0558
"Lost Boys","Cling or Fling Corridor > Screamer Rocks > Split Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105865443/lost-boys,2.3,-1,Trad,5.10d,1,50,34.0079,-116.0588
"Nuclear Winter","Nuclear Reactor Rock > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106653056/nuclear-winter,3.0,-1,TR,5.10d,1,80,33.99403,-116.0693
"Dog Eat Dog","The Wedge > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/112310717/dog-eat-dog,3.0,-1,Sport,5.10d,1,30,34.00192,-116.05871
"Gracias a Dios","Teepee Rock > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105965669/gracias-a-dios,2.0,-1,Trad,5.10d,1,65,33.99423,-116.059
Otis,"Cowboy Rock > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105851995/otis,2.0,-1,Trad,5.10d,1,40,34.00175,-116.05645
"Horse of a Different Color","Zebra Cliffs East Face > Zebra Cliffs > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725857/horse-of-a-different-color,2.0,-1,Sport,5.10c/d,1,50,33.98512,-116.05645
"Such a Line","Zebra Cliffs East Face > Zebra Cliffs > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724387/such-a-line,3.4,-1,Trad,5.10d,1,80,33.98512,-116.05645
"Fruit Stripe","Zebra Cliffs North Face > Zebra Cliffs > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/109537432/fruit-stripe,2.0,-1,TR,5.10d,1,30,33.98589,-116.05741
"More Frozen Food","Zebra Cliffs North Face > Zebra Cliffs > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725647/more-frozen-food,2.8,-1,Trad,5.10d,1,40,33.98589,-116.05741
Fugly,"The Hen House > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106757645/fugly,1.0,-1,Sport,5.10+,1,50,33.9867,-116.04526
"Chicken Coop","The Hen House > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106785012/chicken-coop,2.0,-1,Trad,5.10+,1,40,33.9867,-116.04526
"Seam of the Crop","Dualism Crag > Jumbo Rock Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/109680874/seam-of-the-crop,2.0,-1,"Trad, TR","5.10+ PG13",1,40,33.99492,-116.06754
"Top of the Pops","Rock Garden Valley - Left Side > Rock Garden Valley > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106460228/top-of-the-pops,2.5,-1,Trad,5.10d,1,50,34.0215,-116.1777
"Horn Dog","Hemingway Buttress (East Face Left) > Hemingway Buttress > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111621441/horn-dog,2.0,-1,Trad,5.10d,1,50,34.02386,-116.17782
"Gift Wrapped","Hemingway Buttress (East Face Left) > Hemingway Buttress > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/114032836/gift-wrapped,2.0,-1,TR,5.10d,1,120,34.02386,-116.17782
"The Importance of Being Ernest","Hemingway Buttress (East Face Center) > Hemingway Buttress > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722470/the-importance-of-being-ernest,2.9,-1,Trad,"5.10c/d R",1,80,34.02427,-116.17832
"The Talking Fish","Upper Freeway Wall > Freeway Wall > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725200/the-talking-fish,2.0,-1,Trad,5.10c/d,1,80,34.0233,-116.17866
Unknown,"Super Creeps Wall > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107871661/unknown,1.0,-1,Trad,5.10+,1,35,34.02115,-116.18367
"Imaginary Voyage","Imaginary Voyage Formation > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722548/imaginary-voyage,3.8,-1,Trad,5.10d,1,80,34.02016,-116.17995
Piranha,"Mel's Diner > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/112310504/piranha,3.0,-1,Trad,5.10d,1,50,34.0286,-116.1829
"Swain Song","Ranger Station Rock > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/111933035/swain-song,1.0,-1,Trad,"5.10c/d PG13",1,60,34.01817,-116.1907
"Tax Free","IRS Wall > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105976334/tax-free,1.6,-1,Trad,"5.10d R",1,80,34.02271,-116.17773
"Squatter's Right","IRS Wall > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722962/squatters-right,2.0,-1,Trad,5.10d,1,60,34.02271,-116.17773
"Micronesia Direct","Lloyd's Rock > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106362802/micronesia-direct,1.7,-1,TR,5.10+,1,45,34.01748,-116.17877
"RR Does it Again","Lloyd's Rock > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/109521492/rr-does-it-again,1.8,-1,TR,5.10d,1,40,34.01748,-116.17877
Micronesia,"Lloyd's Rock > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722971/micronesia,1.8,-1,Trad,5.10d,1,40,34.01748,-116.17877
"Cliff Hanger","Jimmy Cliff - East Face > Jimmy Cliff > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105931803/cliff-hanger,1.8,-1,Trad,"5.10+ PG13",1,50,34.01287,-116.18063
"Grain of Truth","Jimmy Cliff - West Face > Jimmy Cliff > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105930078/grain-of-truth,1.0,-1,Trad,5.10d,1,60,34.01287,-116.18063
"Blue Green Day","Hill Street Blues > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/106782261/blue-green-day,1.0,-1,TR,5.10d,1,50,34.01516,-116.18899
"Dwindling Greenbacks","Voice's Crag > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105975149/dwindling-greenbacks,2.0,-1,Trad,"5.10d PG13",1,,34.03955,-116.18571
