Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Eraserhead,"[Redacted] > The Valley of Kings > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723097/eraserhead,1.5,-1,Trad,5.9,1,95,34.07411,-116.14171
"Kat's Meow","Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271443/kats-meow,2.3,-1,Sport,5.9,1,70,34.08599,-116.14488
Wildman,"Iceberg Boulder > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108271808/wildman,2.3,-1,Sport,5.9,1,80,34.08599,-116.14488
Caterpillar,"The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724846/caterpillar,1.0,-1,Trad,5.9,1,50,34.0835,-116.1406
"Gropler Zorn","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722824/gropler-zorn,0.0,-1,Trad,5.9,1,50,34.0835,-116.1406
"Esplanade Bike Trail","The Polka Dot Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724882/esplanade-bike-trail,1.0,-1,Trad,5.9,1,50,34.0835,-116.1406
"High Plains Drifter","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723778/high-plains-drifter,1.9,-1,Trad,5.9,1,40,34.08348,-116.14258
"Way Out West","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107483626/way-out-west,2.0,-1,TR,5.9,1,40,34.08348,-116.14258
"Only Outlaws Have Guns","Corral Wall - Left Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725044/only-outlaws-have-guns,1.9,-1,Trad,5.9+,1,70,34.08348,-116.14258
"Exfoliation Confrontation","Corral Wall - Right Side > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725038/exfoliation-confrontation,2.4,-1,Trad,5.9+,1,80,34.08355,-116.14213
"Dead Man's Hand","Corral Wall High Buttress > Corral Wall > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106787163/dead-mans-hand,2.5,-1,Trad,5.9,1,60,34.08356,-116.144
"The Little Big Man","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724423/the-little-big-man,0.7,-1,Trad,5.9,1,100,34.08111,-116.14794
"Custer's Last Stand","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723919/custers-last-stand,1.0,-1,Trad,5.9,1,80,34.08111,-116.14794
"The Flamboyant Arrow","Indian Country > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723925/the-flamboyant-arrow,1.3,-1,Trad,5.9,1,140,34.08111,-116.14794
"Split Tail","The Pyramid > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106760023/split-tail,1.0,-1,Sport,5.9,2,100,34.07859,-116.1451
Vajayjay,"Commissioner's Buttress > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106777118/vajayjay,2.0,-1,Trad,5.9,1,70,34.07631,-116.14188
"Canadian Driftwood (aka The Man Who Shot Liberty Valance)","Upper Dodge City > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724303/canadian-driftwood-aka-the-man-who-shot-liberty-valance,3.7,-1,Trad,5.9,2,250,34.08063,-116.14308
Cooter,"Cactus City > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724384/cooter,2.0,-1,Trad,5.9+,3,300,34.08012,-116.14844
"Coyote Crack","Ponderosa Wall / Black Tower > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107167801/coyote-crack,1.5,-1,Trad,5.9,1,60,34.08182,-116.14139
"Lung Butter","Ponderosa Wall / Black Tower > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106787201/lung-butter,1.0,-1,Trad,5.9,1,50,34.08182,-116.14139
"I Dress My Self","Somewhere n00b > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106667333/i-dress-my-self,1.0,-1,Trad,5.9,1,50,34.08453,-116.13964
"Little Evil","Somewhere n00b > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106760127/little-evil,1.4,-1,Trad,5.9,1,50,34.08453,-116.13964
"The Chick Magnet","Alien Head Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106745090/the-chick-magnet,2.3,-1,Sport,5.9,1,50,34.08779,-116.13661
"Angel's Desire","Alien Head Area > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106748390/angels-desire,2.0,-1,Sport,5.9,1,40,34.08779,-116.13661
"Three Day Stubble","Stubble Face > Leisure World > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106856004/three-day-stubble,1.5,-1,Sport,5.9,1,55,34.09161,-116.13779
"Drinkin' Buddy","Schlitz Pillars > Leisure World > Rattlesnake Wash Hillside > Rattlesnake Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106856026/drinkin-buddy,1.0,-1,Sport,5.9,1,40,34.09053,-116.13802
Klettervergnugen,"Group Campsite  2 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725107/klettervergnugen,0.7,-1,Trad,5.9,1,50,34.0966,-116.1576
"Morning Star","Hodgepodge Rock - North Face > Hodgepodge Rock > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105922149/morning-star,1.0,-1,Trad,"5.9 PG13",1,,34.09713,-116.16051
Semisweet,"Hodgepodge Rock - West Face > Hodgepodge Rock > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106636944/semisweet,1.2,-1,Trad,"5.9 R",1,35,34.09669,-116.16054
Portal,"Camp Wall > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724735/portal,2.4,-1,Trad,5.9,1,70,34.097,-116.1592
"Kwidgi-Bo on the Loose","The Wall of Absurdities > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105886733/kwidgi-bo-on-the-loose,1.0,-1,TR,5.9,1,,34.09639,-116.1649
"Space Aids","Empire Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111924046/space-aids,1.8,-1,Sport,5.9,1,50,34.09706,-116.15676
"Bivvy Kitten","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106047061/bivvy-kitten,1.4,-1,Sport,5.9,1,70,34.09627,-116.15662
"Bug On a Wall","Group Camp  1 Wall > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107265424/bug-on-a-wall,-1.0,-1,Trad,"5.9 PG13",1,50,34.09685,-116.15698
"Spanish Bayonet","Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723943/spanish-bayonet,2.8,-1,Trad,5.9,1,70,34.088,-116.1535
Bilbo,"Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723712/bilbo,1.6,-1,Trad,5.9,1,60,34.0935,-116.1561
"Sheet Bends","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721942/sheet-bends,2.1,-1,Trad,5.9,1,50,34.0935,-116.1561
Lateralus,"Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723034/lateralus,2.3,-1,Trad,5.9,1,190,34.09258,-116.15368
"Morning Warm-Up","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721780/morning-warm-up,2.1,-1,Trad,"5.9 R",1,35,34.09258,-116.15315
"Morituri Te Salutamus","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107127032/morituri-te-salutamus,1.0,-1,Trad,5.9,1,60,34.0963,-116.1522
"A Last Cigarette Senor?","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107103078/a-last-cigarette-senor,1.0,-1,Trad,5.9+,1,50,34.0963,-116.1522
"Boot Failure","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116216045/boot-failure,1.0,-1,Trad,5.9,1,40,34.09567,-116.15851
Banquet,"Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723973/banquet,2.0,-1,Trad,5.9,1,60,34.09514,-116.1586
Kundalini-Linguini-Weenie,"Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723979/kundalini-linguini-weenie,1.5,-1,Trad,5.9,1,70,34.09514,-116.1586
"Leaden the Rock","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/109888604/leaden-the-rock,2.0,-1,Sport,5.9,1,100,34.09514,-116.1586
Alpentine,"Alpentine Wall > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105910709/alpentine,1.5,-1,Trad,5.9+,1,60,34.09534,-116.15935
Laryngitis,"Little Campfire Crag > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/108451739/laryngitis,1.0,-1,TR,5.9,1,30,34.09506,-116.1595
"Gomer Pile","Wonder Bluffs > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105920562/gomer-pile,1.0,-1,Trad,5.9,1,120,34.08943,-116.15827
"Unknown 1979","Wonder Bluffs > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/118069103/unknown-1979,1.0,-1,Trad,5.9,1,120,34.08943,-116.15827
"Direct South Face","Moosedog Tower > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721768/direct-south-face,2.7,-1,Trad,5.9,3,200,34.0949,-116.1649
Moosecat,"Moosedog Tower > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107418716/moosecat,2.0,-1,Trad,5.9+,1,30,34.0949,-116.1649
"Snakes in the Grass","Indian Palisades Corridor > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/112347463/snakes-in-the-grass,1.9,-1,Sport,5.9,1,60,34.09365,-116.15436
"Hippo Paradise","Indian Palisades Corridor > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/114030268/hippo-paradise,2.3,-1,Sport,5.9,1,40,34.09365,-116.15436
"The Liver is Evil and Must Be Punished","Indian Palisades Corridor > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106755778/the-liver-is-evil-and-must-be-punished,1.5,-1,Trad,5.9,1,80,34.09365,-116.15436
